id,selected_by_percent,selected_rank,selected_rank_type
123,0.1,472,165
124,0.3,329,112
125,0.1,486,172
126,0.1,432,148
127,0.0,730,304
128,0.0,610,233
129,0.1,482,169
130,0.1,477,167
131,0.1,439,152
132,0.0,691,277
133,0.0,645,251
134,0.0,799,350
136,33.5,7,3
137,0.3,332,53
748,0.0,816,362
797,0.0,702,89
810,0.0,796,348
819,0.0,757,258
823,0.0,795,265
824,0.0,793,264
826,0.0,821,364
138,0.2,355,50
139,9.3,39,6
140,0.3,327,45
141,0.0,812,94
142,0.0,817,95
143,0.2,406,151
144,0.0,604,215
145,1.5,161,64
146,0.9,209,83
147,0.0,753,257
148,1.2,183,71
149,0.1,516,185
150,0.1,523,187
151,10.4,37,12
152,0.1,441,164
153,0.0,765,259
154,0.0,787,262
155,0.1,512,182
156,0.2,412,153
157,2.3,134,44
158,0.3,301,105
159,0.0,719,297
160,2.4,127,41
161,0.0,755,321
162,0.0,601,227
163,0.7,239,84
164,0.3,302,106
165,0.0,740,311
166,0.4,290,101
167,1.5,162,55
169,0.5,263,90
170,0.1,478,168
171,0.0,715,294
172,0.0,656,258
173,0.5,279,96
174,0.0,786,342
175,0.1,547,203
176,0.0,698,281
177,0.0,711,290
178,8.5,50,10
179,0.0,760,92
180,0.1,538,74
181,0.3,309,48
744,0.0,712,291
761,0.0,688,245
783,2.8,118,38
795,0.0,769,328
220,11.1,34,5
221,0.2,407,57
222,0.0,806,93
223,0.1,470,68
224,14.6,24,9
225,5.9,67,22
226,9.2,42,14
227,0.1,474,174
228,1.9,141,56
229,0.0,648,232
230,0.4,294,109
231,0.0,663,234
232,0.3,346,125
233,1.7,153,60
234,0.1,579,206
235,14.6,23,8
236,4.1,91,30
237,10.9,35,12
238,1.7,151,50
239,0.1,490,175
240,0.1,529,194
241,7.2,57,20
244,0.0,690,276
245,0.0,751,319
246,0.3,337,115
247,0.1,557,207
248,0.0,791,345
249,39.5,5,2
250,0.9,202,30
251,0.1,541,75
252,5.1,76,15
453,0.4,280,97
672,0.2,391,146
743,0.0,728,302
789,0.0,752,86
803,0.0,771,90
829,0.0,827,368
253,9.1,43,8
254,0.3,315,43
255,0.1,487,71
256,9.6,38,13
257,7.1,59,19
258,2.4,131,52
259,0.1,452,169
261,2.7,119,46
262,0.0,583,208
263,0.5,274,104
264,0.0,708,249
265,0.0,685,242
267,5.8,69,23
268,0.0,802,352
269,0.1,465,161
270,0.1,483,170
271,0.1,489,174
272,0.1,494,176
273,0.7,228,79
274,0.1,502,182
275,0.0,632,243
276,1.1,186,65
277,0.0,808,356
278,0.0,657,259
279,0.0,775,332
280,0.0,822,365
281,0.0,584,218
282,0.0,713,292
283,8.6,48,9
284,0.3,335,55
285,0.2,374,59
286,0.3,321,52
580,2.4,129,43
654,1.6,157,23
677,0.0,605,230
690,0.3,348,119
712,0.2,393,131
723,0.5,267,101
732,0.1,577,79
762,0.0,777,334
773,0.0,697,248
780,0.0,653,85
793,0.0,679,240
798,0.0,810,267
242,6.2,63,22
243,0.1,552,205
287,13.0,29,3
288,0.1,462,67
289,0.1,507,74
290,0.3,318,116
291,11.4,33,10
292,0.6,241,92
293,0.7,235,90
294,0.1,493,177
295,2.6,121,47
296,0.0,635,227
297,0.2,413,154
298,0.1,425,158
299,4.4,87,29
300,0.1,422,144
301,0.1,532,196
302,0.1,456,156
303,3.8,97,32
304,0.0,618,237
305,0.1,518,188
306,0.1,500,181
307,0.0,602,228
308,0.0,709,288
309,0.0,829,370
310,0.7,225,33
311,2.9,113,18
312,0.1,556,77
313,0.1,459,65
419,5.6,71,24
630,1.2,179,21
667,0.1,572,204
704,0.0,588,220
705,0.1,420,157
707,0.0,647,252
728,0.0,704,284
779,0.0,612,82
314,2.0,136,18
315,0.0,767,89
316,0.8,221,85
317,4.2,90,29
318,0.6,244,93
319,0.1,442,165
320,0.1,537,190
321,0.1,576,205
322,0.2,366,133
323,0.1,428,159
324,1.2,177,61
325,0.5,268,92
327,0.1,570,213
328,0.2,418,143
329,19.1,14,5
330,0.1,521,190
331,0.0,643,249
332,0.1,565,209
333,0.0,675,272
334,0.0,820,363
335,1.7,152,51
336,0.3,317,108
337,1.9,138,21
338,0.7,226,34
424,0.2,367,125
664,0.7,232,31
727,0.1,527,192
731,0.0,586,219
737,0.1,480,68
770,0.0,779,336
786,0.0,731,85
168,0.1,497,178
339,0.3,310,41
340,0.1,426,61
341,6.7,61,10
342,0.7,230,88
343,3.1,108,38
344,1.1,194,75
345,0.1,446,166
346,0.3,306,113
347,2.9,117,45
348,2.9,114,42
349,0.1,561,200
350,1.2,181,63
351,0.1,511,186
352,0.0,600,226
353,0.1,488,173
354,0.6,249,88
355,0.0,644,250
356,0.1,514,187
357,0.0,720,298
358,0.2,375,127
359,0.0,804,354
360,0.0,762,324
361,0.0,673,271
362,0.3,303,46
363,0.3,316,51
364,0.0,748,91
365,0.5,259,38
493,0.2,363,123
660,1.9,145,48
665,0.3,345,48
691,13.2,28,8
698,3.2,105,36
706,2.1,135,54
741,0.1,530,73
787,0.0,733,305
366,5.2,73,11
367,0.6,246,32
368,0.9,206,25
369,0.4,295,39
370,5.0,78,25
371,3.0,111,40
372,1.1,195,76
373,31.4,9,3
374,3.9,95,32
375,0.1,429,160
376,0.1,419,156
377,0.0,598,214
378,0.9,204,80
379,0.5,260,99
380,0.3,339,122
381,13.8,26,9
382,9.0,46,16
383,0.0,607,231
384,5.6,72,25
385,0.3,340,116
386,1.9,142,46
387,12.5,30,10
388,0.1,461,159
390,3.8,98,33
392,0.1,522,191
393,0.1,434,149
394,0.0,689,275
395,0.0,811,358
396,0.3,326,111
397,0.1,558,78
398,0.1,481,69
499,4.0,94,17
661,16.6,19,4
686,1.1,190,66
692,0.0,722,251
746,0.0,746,315
760,0.0,680,241
830,0.0,807,93
832,0.0,826,269
82,49.4,2,1
182,0.9,201,24
260,32.7,8,2
399,0.8,215,28
401,0.4,299,40
402,4.1,92,30
403,3.2,104,36
404,0.3,349,127
405,0.6,247,94
406,0.7,227,86
407,3.0,110,39
408,3.1,107,37
409,0.6,256,97
410,1.2,180,69
411,19.0,15,5
412,0.0,788,263
413,2.5,125,40
414,7.6,54,19
415,0.4,287,98
416,0.7,237,82
417,17.9,16,6
418,3.8,96,31
420,0.1,563,208
421,0.5,276,95
422,0.0,672,270
423,0.1,471,164
425,0.0,749,317
427,9.0,45,15
428,0.0,710,289
429,0.1,567,211
430,63.2,1,1
736,9.3,40,7
739,0.0,700,283
740,0.0,628,224
742,0.0,737,308
763,0.0,782,338
764,0.0,797,349
794,0.0,745,256
119,15.6,20,7
431,0.3,320,44
432,0.1,433,62
433,0.0,819,97
434,0.5,277,36
435,0.1,492,72
436,1.8,148,59
437,0.4,286,108
438,0.2,359,131
439,0.1,569,202
440,4.1,93,31
441,2.4,130,51
442,1.3,171,67
443,0.8,210,84
444,1.2,175,68
445,0.1,549,193
446,0.2,414,155
447,2.5,123,49
448,0.5,272,103
449,47.3,3,2
450,8.0,53,18
451,0.0,714,293
452,1.3,172,60
454,0.1,574,215
455,0.3,336,114
457,5.0,79,27
458,1.1,184,64
459,0.1,431,147
460,0.0,666,266
461,0.0,603,229
462,0.1,535,198
463,0.1,531,195
464,0.0,705,285
465,0.3,350,56
466,0.4,285,45
467,1.4,168,24
468,0.1,519,70
681,5.8,68,14
733,3.2,106,17
755,0.0,734,306
769,0.0,783,339
771,0.0,739,310
788,0.0,723,252
827,0.0,831,372
52,0.2,361,122
135,0.6,254,36
469,4.2,89,16
471,0.1,447,64
472,0.0,726,84
473,3.4,101,34
474,1.1,185,72
475,0.4,284,107
476,3.4,100,33
477,1.8,146,58
478,1.4,167,66
479,0.0,627,223
480,0.0,597,213
481,0.7,234,89
482,0.1,467,172
483,0.4,300,111
484,0.1,437,162
485,3.7,99,34
486,2.6,120,39
487,1.0,197,69
488,4.9,81,28
489,0.6,243,86
490,0.3,331,113
491,1.1,192,67
492,0.0,684,274
494,0.1,503,183
495,0.0,776,333
496,0.0,641,247
497,1.9,139,45
498,0.0,780,337
500,0.8,217,31
501,0.3,351,57
674,0.8,220,29
684,5.0,77,24
689,0.5,275,94
714,6.4,62,11
753,0.0,683,82
765,0.0,640,230
772,0.0,772,330
12,0.2,370,135
400,0.2,388,56
426,0.1,504,184
502,5.0,80,13
503,0.1,562,77
504,0.1,536,76
505,3.3,102,35
506,1.9,144,57
507,2.3,133,53
508,4.4,86,27
509,0.0,686,243
510,0.1,559,198
511,0.1,513,183
512,0.0,694,246
513,0.2,353,128
514,0.3,313,115
515,11.4,32,11
516,0.6,245,87
517,7.1,58,21
518,0.0,621,238
519,0.0,636,245
520,0.0,828,369
521,0.1,545,202
522,0.1,548,204
523,0.1,568,212
524,0.0,706,286
525,4.7,84,16
526,2.3,132,20
527,0.3,312,49
669,0.7,233,80
675,1.1,188,23
693,0.1,534,197
696,0.1,460,66
715,0.3,330,46
716,0.0,587,210
729,0.0,823,268
734,0.0,669,268
805,0.0,717,90
814,0.0,766,260
528,0.1,421,60
529,0.3,311,42
530,0.1,479,70
531,2.9,112,41
532,0.3,307,114
533,0.0,801,266
534,0.3,328,120
535,0.0,590,211
536,0.0,732,253
537,0.1,550,194
538,0.2,382,140
539,0.1,505,179
540,0.3,341,123
541,2.9,116,44
542,0.1,517,186
543,0.3,305,107
544,0.1,435,150
545,0.0,738,309
546,0.0,699,282
547,1.6,156,53
548,0.0,759,322
549,0.0,660,261
550,0.0,665,265
551,0.1,540,199
552,0.1,554,206
553,0.2,408,139
554,0.3,322,110
555,0.0,652,256
556,0.0,785,341
557,0.1,542,200
558,0.2,410,140
559,0.0,651,255
560,1.4,169,25
561,0.5,266,41
562,0.4,282,43
563,0.1,524,71
564,0.1,526,72
668,3.2,103,35
670,8.3,51,9
678,0.5,278,105
683,5.7,70,23
694,8.6,49,15
724,0.1,580,207
730,1.1,193,29
735,0.0,655,257
774,0.0,674,237
775,0.0,830,371
800,0.0,825,367
812,0.1,495,73
813,0.0,794,347
821,0.0,814,360
822,0.0,809,357
565,4.8,82,14
566,0.3,334,47
567,1.7,150,20
568,10.7,36,11
569,2.9,115,43
570,0.2,409,152
571,0.1,553,196
572,0.0,668,235
573,0.9,203,79
574,0.3,323,117
575,17.7,17,6
576,0.0,741,255
577,0.0,606,216
578,0.3,324,118
579,0.1,457,157
581,0.1,436,151
582,9.2,41,13
583,0.0,725,300
584,0.2,403,137
585,0.2,402,136
586,0.2,395,132
587,0.0,593,223
588,0.0,609,232
589,0.0,768,327
590,0.0,664,264
591,0.1,424,145
592,0.0,803,353
593,1.0,199,70
594,0.0,743,313
595,0.2,372,126
596,1.3,173,26
597,5.9,66,13
598,0.0,681,87
599,0.5,262,39
673,0.8,218,75
717,1.4,165,57
726,0.4,283,44
745,0.0,615,219
750,0.0,634,226
751,0.0,789,343
790,0.0,761,323
796,0.1,427,146
804,0.0,678,239
811,0.0,790,344
818,0.0,625,83
326,0.2,415,141
600,1.9,140,19
601,0.2,364,52
602,0.2,383,55
603,2.4,126,50
604,0.0,585,209
605,0.1,438,163
606,2.0,137,55
607,0.0,608,217
608,0.0,622,222
609,0.1,491,176
610,4.3,88,28
611,0.1,560,199
612,1.1,196,68
613,0.4,298,104
615,1.3,170,59
616,0.0,599,225
617,0.0,716,295
618,0.0,614,235
619,0.0,692,278
620,0.0,611,234
621,0.2,376,128
622,0.1,581,216
623,0.5,264,91
624,13.7,27,7
625,0.6,258,37
626,0.5,269,42
659,0.3,338,121
671,0.5,265,40
679,0.8,213,27
708,0.4,288,99
718,0.0,661,262
738,0.0,620,80
747,0.0,619,221
752,0.0,637,228
758,0.0,727,301
785,0.0,701,88
791,0.2,373,58
802,0.0,770,329
815,0.2,378,137
825,0.0,798,92
627,0.1,444,63
628,1.1,187,22
629,0.5,270,35
631,0.1,464,171
632,0.1,510,181
633,0.2,386,143
634,0.1,515,184
635,0.1,525,188
636,0.1,430,161
637,0.1,508,180
638,0.9,207,81
639,0.0,774,261
640,0.4,296,110
641,0.9,200,78
642,0.1,466,162
643,0.1,458,158
644,0.0,595,224
645,0.0,662,263
646,0.3,319,109
647,0.0,805,355
648,0.0,633,244
649,0.0,824,366
650,0.2,387,130
651,0.4,292,102
652,1.2,178,62
653,0.0,667,267
655,0.2,405,61
656,0.0,594,81
657,0.0,626,84
658,1.8,149,22
663,0.1,449,155
682,0.1,555,197
695,0.0,639,229
709,0.1,564,201
720,0.1,454,64
749,1.2,176,28
766,0.0,629,225
767,0.0,763,325
777,0.0,813,359
778,0.0,754,320
809,0.0,729,303
816,0.0,724,299
817,0.1,546,76
828,0.0,781,91
831,0.0,818,96
