id,selected_by_percent,selected_rank,selected_rank_type
79,0.1,551,196
80,0.2,391,145
81,0.6,247,87
84,3.3,108,34
85,0.3,347,118
86,0.2,398,133
87,0.1,437,149
88,0.0,634,243
89,0.0,680,273
90,2.3,132,42
91,0.0,747,316
92,0.1,565,209
93,0.3,344,117
94,0.0,649,254
95,0.1,582,217
96,0.0,647,252
97,2.5,124,20
98,0.0,592,80
99,0.1,443,64
100,5.4,72,15
391,0.0,644,250
685,0.3,343,124
687,0.2,397,132
697,0.3,341,116
713,0.2,364,134
721,0.0,646,231
756,0.0,743,313
782,0.0,659,81
799,0.0,778,334
801,0.0,766,326
806,0.0,756,87
807,1.3,174,59
27,0.1,503,182
83,2.4,129,40
101,12.5,29,4
102,0.3,353,49
103,0.1,450,65
104,0.1,471,69
105,1.1,184,24
106,2.7,121,49
107,1.6,159,61
108,0.2,366,135
109,0.1,446,167
110,1.2,182,70
111,0.1,444,165
112,0.0,721,250
113,1.3,177,68
114,0.2,394,148
115,0.1,541,191
116,0.3,302,114
117,0.1,534,189
118,0.0,614,218
120,1.7,153,51
121,0.8,221,75
122,0.0,658,260
123,0.1,475,164
124,0.3,323,110
125,0.1,467,161
126,0.1,486,169
127,0.0,728,301
128,0.0,612,233
129,0.1,488,171
130,0.1,478,165
131,0.1,434,148
132,0.0,687,276
133,0.0,645,251
134,0.0,796,349
136,35.5,8,3
137,0.3,332,54
748,0.0,814,360
797,0.0,704,89
810,0.0,797,350
819,0.0,759,258
823,0.0,805,266
824,0.0,798,264
826,0.0,824,368
138,0.2,362,51
139,6.7,58,9
140,0.3,327,45
141,0.0,811,94
142,0.0,813,95
143,0.1,439,164
144,0.0,605,215
145,1.5,161,63
146,0.9,212,82
147,0.0,752,257
148,0.5,259,97
149,0.1,517,185
150,0.1,523,187
151,7.2,54,17
152,0.1,445,166
153,0.0,764,259
154,0.0,786,262
155,0.1,512,182
156,0.2,413,153
157,2.0,136,44
158,0.3,320,109
159,0.0,700,284
160,2.2,135,43
161,0.0,754,321
162,0.0,602,228
163,0.2,371,125
164,0.3,306,104
165,0.0,740,311
166,0.4,292,99
167,1.4,166,56
169,0.6,243,86
170,0.1,473,163
171,0.0,716,294
172,0.0,655,258
173,0.5,266,90
174,0.0,785,341
175,0.1,548,203
176,0.0,697,281
177,0.0,712,290
178,6.9,57,10
179,0.0,760,92
180,0.1,540,75
181,0.3,310,48
744,0.0,719,297
761,0.0,692,245
783,0.9,206,71
795,0.0,769,328
220,11.6,31,5
221,0.2,409,57
222,0.0,806,93
223,0.1,472,70
224,14.7,23,7
225,6.1,63,19
226,9.6,38,13
227,0.1,480,175
228,1.9,142,55
229,0.0,650,232
230,0.4,296,110
231,0.0,664,234
232,0.3,349,128
233,1.8,148,58
234,0.1,580,207
235,15.2,22,8
236,4.3,90,29
237,11.3,33,10
238,1.8,149,48
239,0.1,489,172
240,0.1,529,192
241,7.3,52,19
244,0.0,695,279
245,0.0,750,318
246,0.3,337,113
247,0.1,558,207
248,0.0,790,344
249,41.8,5,2
250,0.9,204,31
251,0.1,543,76
252,5.5,71,14
453,0.5,280,95
672,0.2,393,147
743,0.0,730,302
789,0.0,755,86
803,0.0,776,91
829,0.0,829,373
253,8.0,47,8
254,0.3,303,41
255,0.1,481,72
256,7.8,48,15
257,5.3,74,24
258,2.3,133,53
259,0.1,454,170
261,2.4,127,51
262,0.0,588,210
263,0.5,268,102
264,0.0,709,249
265,0.0,689,243
267,3.8,96,32
268,0.0,802,353
269,0.1,465,159
270,0.1,487,170
271,0.1,530,193
272,0.1,542,200
273,0.6,254,88
274,0.1,492,174
275,0.0,632,242
276,1.1,185,62
277,0.0,807,356
278,0.0,656,259
279,0.0,773,330
280,0.0,819,364
281,0.0,587,220
282,0.0,713,291
283,7.5,51,9
284,0.3,336,56
285,0.2,377,60
286,0.3,319,51
580,2.3,130,41
654,1.5,162,25
677,0.0,601,227
690,0.3,352,119
712,0.2,403,136
723,0.2,381,140
732,0.1,579,79
762,0.0,779,335
773,0.0,701,247
780,0.0,653,85
793,0.0,683,241
798,0.0,808,267
242,6.1,62,23
243,0.1,552,204
287,13.9,25,3
288,0.1,458,68
289,0.1,507,74
290,0.4,286,108
291,13.0,27,9
292,0.7,226,85
293,0.7,228,86
294,0.1,495,178
295,2.9,117,45
296,0.0,633,227
297,0.2,414,154
298,0.2,418,155
299,5.1,76,26
300,0.2,416,143
301,0.1,536,198
302,0.1,442,151
303,4.3,89,28
304,0.0,619,237
305,0.1,516,187
306,0.1,493,175
307,0.0,603,229
308,0.0,710,289
309,0.0,826,370
310,0.8,220,32
311,3.6,100,18
312,0.1,556,77
313,0.1,459,65
419,5.7,70,25
630,1.2,179,22
667,0.1,571,204
704,0.0,590,221
705,0.1,421,156
707,0.0,648,253
728,0.0,707,287
779,0.0,609,82
314,2.0,138,19
315,0.0,765,89
316,0.8,214,83
317,4.7,82,27
318,0.7,237,89
319,0.1,436,163
320,0.1,537,190
321,0.1,577,206
322,0.2,361,133
323,0.1,424,157
324,1.7,152,50
325,0.5,271,91
327,0.1,570,212
328,0.2,408,139
329,22.6,13,5
330,0.1,518,188
331,0.0,642,248
332,0.1,573,214
333,0.0,671,270
334,0.0,818,363
335,1.8,150,49
336,0.3,311,106
337,2.3,131,21
338,0.7,227,34
424,0.2,369,124
664,0.7,234,33
727,0.1,522,190
731,0.1,584,218
737,0.1,476,68
770,0.0,780,336
786,0.0,727,85
168,0.1,502,181
339,0.3,312,43
340,0.1,426,62
341,4.2,93,16
342,0.5,263,99
343,1.6,158,60
344,0.9,211,81
345,0.1,447,168
346,0.4,285,107
347,3.1,112,42
348,2.9,118,46
349,0.1,562,201
350,1.0,199,70
351,0.1,514,186
352,0.0,600,226
353,0.1,491,173
354,0.3,301,103
355,0.0,643,249
356,0.1,484,168
357,0.0,720,298
358,0.2,390,130
359,0.0,803,354
360,0.0,761,323
361,0.0,670,269
362,0.3,305,47
363,0.3,316,50
364,0.0,748,91
365,0.6,256,38
493,0.2,365,122
660,1.6,155,52
665,0.3,350,48
691,9.2,41,8
698,1.2,183,61
706,1.1,190,73
741,0.1,528,74
787,0.0,737,308
366,5.4,73,10
367,0.7,232,32
368,0.9,207,27
369,0.8,218,30
370,5.2,75,25
371,3.1,114,43
372,1.0,195,74
373,36.2,6,2
374,4.3,87,30
375,0.1,428,160
376,0.1,425,158
377,0.0,598,214
378,0.9,200,76
379,0.6,255,95
380,0.3,334,121
381,17.6,19,7
382,9.3,40,14
383,0.0,607,231
384,6.2,60,22
385,0.3,340,115
386,2.0,139,45
387,13.8,26,9
388,0.1,466,160
390,4.1,94,30
392,0.1,521,189
393,0.1,455,155
394,0.0,686,275
395,0.0,809,357
396,0.3,324,111
397,0.1,561,78
398,0.1,483,69
499,4.3,88,17
661,19.6,15,4
686,1.1,188,63
692,0.0,722,251
746,0.0,746,315
760,0.0,682,240
82,48.7,2,1
182,0.9,203,26
260,31.8,9,3
399,0.8,217,29
401,0.5,279,38
402,4.2,92,31
403,3.2,110,40
404,0.3,354,130
405,0.6,245,91
406,0.5,260,98
407,2.8,120,48
408,3.2,111,41
409,0.6,253,94
410,1.2,180,69
411,11.6,32,11
412,0.0,788,263
413,2.5,125,39
414,7.7,50,18
415,0.4,289,97
416,0.6,241,84
417,9.6,37,13
418,2.5,123,38
420,0.1,564,208
421,0.5,274,92
422,0.0,678,272
423,0.1,482,167
425,0.0,749,317
427,9.1,43,16
428,0.0,714,292
429,0.1,566,210
430,54.3,1,1
736,9.0,44,7
739,0.0,698,282
740,0.0,627,224
742,0.0,738,309
763,0.0,784,340
764,0.0,795,348
794,0.0,745,256
119,17.6,18,6
431,0.3,317,44
432,0.1,430,63
433,0.0,815,96
434,0.5,261,37
435,0.1,494,73
436,1.8,147,57
437,0.4,284,106
438,0.2,358,132
439,0.1,569,203
440,4.6,83,28
441,2.4,126,50
442,1.4,173,66
443,1.0,197,75
444,1.3,176,67
445,0.1,549,194
446,0.2,405,152
447,3.3,106,38
448,0.5,264,100
449,47.0,3,2
450,10.3,35,12
451,0.0,715,293
452,1.4,172,58
454,0.1,574,215
455,0.3,338,114
457,4.0,95,31
458,1.0,196,68
459,0.1,429,145
460,0.0,667,266
461,0.0,604,230
462,0.1,532,195
463,0.1,531,194
464,0.0,705,285
465,0.3,356,58
466,0.4,287,45
467,1.4,167,27
468,0.1,520,71
681,6.2,61,12
733,3.4,103,17
755,0.0,734,305
769,0.0,783,339
771,0.0,739,310
788,0.0,726,252
827,0.0,828,372
52,0.2,363,121
135,0.6,251,36
469,4.3,91,15
471,0.1,451,66
472,0.0,724,84
473,3.8,97,32
474,1.1,186,71
475,0.4,288,109
476,3.4,101,34
477,1.9,144,56
478,1.4,169,64
479,0.0,628,225
480,0.0,594,212
481,0.7,235,88
482,0.1,468,173
483,0.4,299,112
484,0.1,435,162
485,5.7,69,24
486,2.7,122,37
487,1.1,192,65
488,4.5,86,27
489,0.6,242,85
490,0.3,335,112
491,1.1,191,64
492,0.0,684,274
494,0.1,505,183
495,0.0,774,331
496,0.0,641,247
497,1.9,143,46
498,0.0,781,337
500,0.6,249,35
501,0.3,355,57
674,0.8,215,28
684,5.8,67,23
689,0.5,275,93
714,6.6,59,11
753,0.0,681,82
765,0.0,640,230
772,0.0,775,332
12,0.2,374,137
400,0.2,388,56
426,0.1,506,184
502,5.0,77,11
503,0.1,563,77
504,0.1,538,76
505,3.4,102,35
506,2.0,137,54
507,2.4,128,52
508,5.0,78,26
509,0.0,685,242
510,0.1,559,199
511,0.1,513,183
512,0.0,694,246
513,0.3,351,129
514,0.3,309,115
515,10.5,34,11
516,0.7,239,82
517,7.2,53,20
518,0.0,622,238
519,0.0,636,245
520,0.0,822,366
521,0.1,539,199
522,0.1,553,205
523,0.1,568,211
524,0.0,706,286
525,4.6,84,16
526,1.8,151,24
527,0.3,330,53
669,0.7,236,81
675,1.1,187,25
693,0.1,533,196
696,0.1,460,66
715,0.3,328,46
716,0.1,583,208
729,0.0,820,268
734,0.0,674,271
805,0.0,711,90
814,0.0,772,261
528,0.1,420,61
529,0.3,308,42
530,0.1,477,71
531,3.3,105,37
532,0.4,300,113
533,0.0,799,265
534,0.3,326,120
535,0.0,589,211
536,0.0,729,253
537,0.1,550,195
538,0.2,382,141
539,0.1,463,171
540,0.3,339,122
541,3.3,107,39
542,0.1,519,186
543,0.3,307,105
544,0.1,422,144
545,0.0,735,306
546,0.0,699,283
547,1.6,157,54
548,0.0,758,322
549,0.0,660,261
550,0.0,665,265
551,0.1,535,197
552,0.1,557,206
553,0.2,407,138
554,0.3,318,108
555,0.0,652,256
556,0.0,782,338
557,0.1,544,201
558,0.2,410,140
559,0.0,651,255
560,1.5,165,26
561,0.5,270,41
562,0.4,281,43
563,0.1,524,72
564,0.1,525,73
668,3.3,109,35
670,9.4,39,6
678,0.5,278,105
683,6.0,65,21
694,9.9,36,12
724,0.1,575,205
730,1.4,168,28
735,0.0,654,257
774,0.0,673,237
775,0.0,825,369
800,0.0,823,367
812,0.2,419,60
813,0.0,791,345
821,0.0,817,362
822,0.0,810,358
565,5.0,80,13
566,0.3,331,47
567,2.3,134,18
568,12.8,28,10
569,3.0,116,44
570,0.3,346,126
571,0.1,554,197
572,0.0,666,235
573,0.9,205,78
574,0.3,314,116
575,18.3,17,6
576,0.0,741,255
577,0.0,606,216
578,0.3,322,118
579,0.1,457,156
581,0.1,438,150
582,9.2,42,15
583,0.0,723,299
584,0.1,431,146
585,0.2,404,137
586,0.2,395,131
587,0.0,597,224
588,0.0,608,232
589,0.0,768,327
590,0.0,663,264
591,0.2,411,141
592,0.0,801,352
593,1.1,193,66
594,0.0,742,312
595,0.2,376,126
596,3.0,115,19
597,5.7,68,13
598,0.0,679,87
599,0.5,265,39
673,0.8,225,78
717,3.7,99,33
726,0.4,282,44
745,0.0,616,219
750,0.0,638,228
751,0.0,789,343
790,0.0,763,325
796,0.1,501,180
804,0.0,676,239
811,0.0,793,347
818,0.0,630,84
326,0.2,415,142
600,2.0,140,20
601,0.2,367,52
602,0.2,384,55
603,2.8,119,47
604,0.0,585,209
605,0.1,432,161
606,3.4,104,36
607,0.0,610,217
608,0.0,621,222
609,0.1,490,177
610,4.5,85,29
611,0.1,560,200
612,1.1,194,67
613,0.3,315,107
615,1.5,163,55
616,0.0,599,225
617,0.0,717,295
618,0.0,615,235
619,0.0,691,277
620,0.0,613,234
621,0.2,379,127
622,0.1,581,216
623,0.5,262,89
624,16.6,21,6
625,0.6,252,37
626,0.5,273,42
659,0.3,325,119
671,0.5,269,40
679,1.5,164,21
708,0.4,283,96
718,0.0,661,262
738,0.0,611,80
747,0.0,620,221
752,0.0,639,229
758,0.0,725,300
785,0.0,688,88
791,0.3,329,52
802,0.0,777,333
815,0.3,342,123
825,0.0,794,92
627,0.1,440,64
628,1.2,181,23
629,0.5,258,36
631,0.1,464,172
632,0.1,515,184
633,0.2,375,138
634,0.1,510,181
635,0.1,527,188
636,0.1,427,159
637,0.1,508,180
638,0.9,209,79
639,0.0,771,260
640,0.4,297,111
641,0.9,201,77
642,0.1,462,158
643,0.1,448,152
644,0.0,586,219
645,0.0,662,263
646,0.4,294,101
647,0.0,804,355
648,0.0,635,244
649,0.0,821,365
650,0.2,389,129
651,0.4,293,100
652,1.2,178,60
653,0.0,668,267
655,0.2,406,61
656,0.0,593,81
657,0.0,626,83
658,1.8,146,23
663,0.1,452,154
682,0.1,555,198
695,0.0,631,226
709,0.1,546,192
720,0.1,441,63
749,1.9,141,22
766,0.0,623,223
767,0.0,762,324
777,0.0,812,359
778,0.0,753,320
809,0.0,731,303
816,0.0,736,307
817,0.1,499,70
828,0.0,767,90
