id,xP
1,1.5
2,0.5
3,0.0
4,0.5
5,2.5
6,2.5
7,0.4
8,0.4
9,0.0
10,1.0
11,1.5
13,0.5
14,0.0
15,0.5
16,0.0
17,1.1
18,1.1
19,1.5
20,1.5
21,3.5
22,0.0
23,0.0
24,0.5
25,0.0
26,3.5
28,0.0
29,0.0
30,4.0
31,1.0
266,2.0
662,1.0
666,3.5
700,1.0
711,0.5
725,1.0
759,0.5
32,2.7
33,1.0
34,0.0
35,0.0
36,2.7
37,4.0
38,2.3
39,2.0
40,0.3
41,2.7
42,0.3
43,0.0
44,0.0
45,0.0
46,0.0
47,6.7
48,1.7
49,0.3
50,1.0
51,0.0
53,0.0
54,5.3
55,2.3
56,0.0
57,0.0
58,0.0
59,3.0
60,0.0
61,0.0
62,0.0
63,0.0
64,9.0
65,0.0
389,0.0
456,2.3
688,0.0
699,0.7
701,0.0
702,0.0
703,0.0
710,0.0
719,0.7
754,0.0
757,0.0
768,0.0
781,0.0
792,0.0
808,2.3
183,-1.5
184,0.0
185,-1.5
186,0.0
187,-1.5
188,0.0
189,0.0
190,-0.9
191,1.1
192,1.9
193,-0.1
194,0.0
195,-0.9
196,0.0
197,0.0
198,-1.5
199,-1.5
200,1.1
201,0.0
202,-0.1
203,-1.5
204,0.0
205,0.0
206,1.1
207,-0.4
208,0.0
209,-0.9
210,-0.9
211,0.0
212,0.0
213,0.0
214,-0.9
215,4.5
216,-0.8
217,-0.9
218,-1.5
219,0.0
470,-0.1
614,2.5
676,1.1
680,-0.1
722,1.1
776,-1.5
784,-1.5
820,-1.5
66,0.0
67,2.0
68,0.0
69,0.0
70,0.0
71,0.0
72,4.0
73,0.6
74,9.4
75,0.0
76,0.0
77,4.6
78,0.0
79,0.0
80,0.0
81,0.0
84,6.0
85,1.4
86,1.4
87,2.6
88,0.0
89,0.0
90,8.6
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,6.6
98,1.4
99,0.0
100,5.4
391,0.6
685,0.0
687,0.0
697,0.0
713,2.6
721,0.0
756,0.0
782,0.0
799,0.0
801,1.4
806,0.0
807,4.6
27,0.5
83,2.5
101,4.0
102,0.0
103,0.0
104,0.0
105,0.0
106,4.5
107,3.5
108,0.0
109,0.0
110,6.0
111,0.0
112,0.0
113,4.5
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
120,4.0
121,3.0
122,0.0
123,0.0
124,0.0
125,0.0
126,2.5
127,0.0
128,0.0
129,3.5
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
136,7.5
137,0.0
748,0.0
797,0.0
810,0.0
819,0.0
823,0.0
824,0.0
826,0.0
138,-0.5
139,6.9
140,-0.5
141,0.0
142,0.0
143,6.9
144,0.0
145,0.1
146,0.0
147,0.0
148,4.1
149,-0.5
150,0.0
151,6.9
152,0.1
153,0.0
154,0.0
155,0.0
156,-0.5
157,4.1
158,4.1
159,-0.5
160,2.9
161,0.0
162,0.0
163,2.9
164,0.1
165,0.0
166,6.1
167,0.1
169,3.5
170,-0.1
171,0.0
172,0.0
173,12.1
174,0.0
175,0.0
176,0.0
177,0.0
178,2.1
179,0.0
180,0.0
181,0.1
744,-0.5
761,-0.5
783,8.9
795,-0.5
220,3.1
221,0.1
222,0.0
223,0.5
224,1.9
225,0.1
226,0.8
227,0.1
228,2.5
229,0.5
230,3.9
231,0.5
232,0.5
233,1.9
234,0.0
235,4.5
236,3.1
237,1.9
238,1.9
239,0.1
240,0.0
241,3.1
244,1.9
245,0.0
246,1.9
247,0.5
248,0.0
249,1.9
250,2.5
251,0.0
252,0.5
453,2.5
672,1.9
743,0.5
789,0.5
803,0.5
253,4.5
254,0.0
255,0.0
256,5.5
257,5.6
258,5.5
259,0.5
261,4.0
262,0.0
263,0.0
264,0.0
265,0.0
267,1.0
268,0.0
269,0.0
270,1.5
271,1.0
272,4.0
273,0.4
274,0.0
275,0.0
276,0.5
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,6.5
284,0.0
285,0.0
286,0.0
580,2.0
654,1.5
677,0.0
690,0.0
712,1.5
723,7.0
732,0.0
762,0.0
773,0.0
