id,selected_by_percent,selected_rank,selected_rank_type
713,0.3,342,124
721,0.0,646,232
756,0.0,743,313
782,0.0,660,81
799,0.0,774,332
801,0.0,761,324
806,0.0,758,88
807,1.9,143,49
27,0.1,501,180
83,2.6,122,39
101,12.6,26,4
102,0.3,348,48
103,0.1,438,64
104,0.1,472,70
105,0.7,234,31
106,2.7,120,47
107,1.6,154,60
108,0.2,361,132
109,0.1,430,160
110,1.1,191,73
111,0.1,441,166
112,0.0,720,250
113,1.3,171,67
114,0.2,390,145
115,0.1,536,191
116,0.3,301,112
117,0.1,528,188
118,0.0,612,218
120,1.7,150,53
121,0.8,209,74
122,0.0,657,260
123,0.1,476,165
124,0.3,314,109
125,0.1,448,151
126,0.1,488,172
127,0.0,725,301
128,0.0,610,233
129,0.1,493,174
130,0.1,477,166
131,0.1,427,147
132,0.0,685,276
133,0.0,642,251
134,0.0,793,348
136,33.5,7,3
137,0.3,331,51
748,0.0,812,359
797,0.0,699,88
810,0.0,796,350
819,0.0,766,259
823,0.0,810,267
824,0.0,805,266
826,0.0,826,371
138,0.2,358,50
139,9.6,35,6
140,0.3,326,44
141,0.0,809,93
142,0.0,811,94
143,0.2,405,148
144,0.0,604,215
145,1.6,153,59
146,0.9,205,80
147,0.0,751,257
148,0.8,208,81
149,0.1,505,180
150,0.1,520,186
151,11.0,32,11
152,0.1,431,161
153,0.0,763,258
154,0.0,785,262
155,0.1,509,181
156,0.2,408,150
157,2.3,131,43
158,0.3,315,110
159,0.0,677,272
160,2.8,117,37
161,0.0,752,319
162,0.0,602,228
163,0.5,273,96
164,0.3,304,106
165,0.0,738,310
166,0.4,281,98
167,1.5,159,55
169,1.1,192,68
170,0.1,464,159
171,0.0,714,293
172,0.0,653,258
173,0.7,225,81
174,0.0,782,339
175,0.1,543,199
176,0.0,697,282
177,0.0,711,290
178,8.9,43,8
179,0.0,759,92
180,0.1,535,74
181,0.3,308,47
744,0.0,718,297
761,0.0,694,244
783,2.1,138,46
795,0.0,768,328
220,12.5,28,5
221,0.2,402,57
222,0.0,802,91
223,0.1,470,69
224,15.8,20,7
225,6.5,61,20
226,10.4,33,12
227,0.1,478,174
228,2.2,134,54
229,0.0,645,231
230,0.5,278,105
231,0.0,661,234
232,0.3,345,125
233,1.7,151,58
234,0.1,578,207
235,19.8,17,6
236,4.6,81,26
237,12.6,27,10
238,1.8,144,50
239,0.1,485,169
240,0.1,525,190
241,7.5,53,19
244,0.0,692,280
245,0.0,750,318
246,0.3,330,115
247,0.1,559,205
248,0.0,789,344
249,51.0,3,2
250,0.9,200,29
251,0.1,538,75
252,5.1,76,15
453,0.5,277,97
672,0.2,386,143
743,0.0,728,302
789,0.0,755,86
803,0.0,777,90
253,8.1,47,8
254,0.3,310,42
255,0.1,482,72
256,7.4,56,18
257,4.9,78,25
258,2.2,133,53
259,0.1,447,167
261,2.4,128,51
262,0.0,586,210
263,0.5,262,99
264,0.0,706,249
265,0.0,695,245
267,3.8,96,32
268,0.0,800,354
269,0.1,463,158
270,0.1,486,170
271,0.1,531,193
272,0.1,553,203
273,0.6,243,88
274,0.1,494,175
275,0.0,628,243
276,1.2,179,61
277,0.0,803,356
278,0.0,655,259
279,0.0,771,330
280,0.0,817,363
281,0.0,585,218
282,0.0,712,291
283,6.9,58,10
284,0.3,335,54
285,0.2,375,58
286,0.3,319,50
580,2.3,129,42
654,1.6,152,22
677,0.0,587,219
690,0.3,346,120
712,0.2,397,136
723,0.2,412,151
732,0.1,579,79
762,0.0,780,337
773,0.0,703,247
780,0.0,663,85
793,0.0,687,242
798,0.0,804,265
242,4.5,83,27
243,0.1,548,201
287,13.1,23,3
288,0.1,460,68
289,0.1,504,74
290,0.5,276,104
291,11.5,31,10
292,0.6,246,93
293,0.7,236,89
294,0.1,496,178
295,2.9,114,45
296,0.0,631,225
297,0.2,407,149
298,0.1,424,157
299,4.1,93,31
300,0.1,421,145
301,0.1,533,194
302,0.1,451,152
303,4.2,92,30
304,0.0,617,237
305,0.1,512,186
306,0.1,495,176
307,0.0,603,229
308,0.0,708,288
309,0.0,824,369
310,0.8,219,31
311,2.9,115,18
312,0.1,552,76
313,0.1,454,65
419,5.7,70,23
630,1.2,176,21
667,0.1,570,204
704,0.0,588,220
705,0.2,420,155
707,0.0,650,255
728,0.0,709,289
779,0.0,622,82
314,1.8,147,19
315,0.0,762,89
316,0.8,212,83
317,4.5,82,27
318,0.6,238,90
319,0.1,462,171
320,0.1,532,190
321,0.1,574,205
322,0.3,340,123
323,0.1,425,158
324,2.0,139,47
325,0.5,266,94
327,0.1,565,209
328,0.2,409,141
329,21.5,16,5
330,0.1,516,187
331,0.0,638,249
332,0.1,572,214
333,0.0,671,270
334,0.0,816,362
335,1.8,149,52
336,0.3,307,108
337,2.3,130,20
338,0.7,224,32
424,0.2,364,124
664,0.7,229,30
727,0.1,517,188
731,0.1,583,217
737,0.1,484,69
770,0.0,779,336
786,0.0,741,85
168,0.1,498,178
339,0.3,309,41
340,0.1,422,61
341,6.1,64,10
342,0.8,210,82
343,3.2,109,41
344,1.1,187,72
345,0.1,434,164
346,0.3,328,119
347,3.4,100,35
348,3.2,106,39
349,0.1,558,200
350,1.3,168,59
351,0.1,510,185
352,0.0,600,226
353,0.1,487,171
354,0.6,241,87
355,0.0,637,248
356,0.1,456,155
357,0.0,719,298
358,0.2,377,130
359,0.0,798,352
360,0.0,760,323
361,0.0,670,269
362,0.3,303,46
363,0.3,312,49
364,0.0,748,91
365,0.6,251,35
493,0.2,362,123
660,2.0,140,48
665,0.3,329,46
691,11.8,29,5
698,1.0,194,70
706,1.4,165,65
741,0.1,523,73
787,0.0,734,307
366,5.6,72,12
367,0.7,228,29
368,0.9,206,25
369,0.2,398,56
370,5.1,75,24
371,3.1,111,43
372,1.0,195,74
373,31.4,9,3
374,4.0,94,31
375,0.1,423,156
376,0.2,416,153
377,0.0,598,214
378,1.0,196,75
379,0.6,254,95
380,0.2,355,130
381,14.0,21,8
382,8.9,42,14
383,0.0,607,231
384,5.6,71,24
385,0.3,341,117
386,2.1,135,44
387,12.8,25,9
388,0.1,468,162
390,4.4,88,28
392,0.1,518,189
393,0.1,500,179
394,0.0,686,277
395,0.0,806,357
396,0.3,322,113
397,0.1,556,77
398,0.1,481,68
499,3.6,98,17
661,25.4,11,4
686,0.9,198,71
692,0.0,721,251
746,0.0,747,316
760,0.0,684,241
82,57.0,2,1
182,0.9,199,24
260,34.6,6,2
399,0.8,214,27
401,0.4,287,36
402,4.3,91,30
403,3.2,105,38
404,0.3,349,127
405,0.6,245,92
406,0.5,269,101
407,3.2,107,40
408,3.2,102,36
409,0.6,255,96
410,1.2,177,69
411,13.0,24,9
412,0.0,787,263
413,2.5,125,41
414,7.9,48,16
415,0.4,288,100
416,0.7,231,83
417,9.5,36,11
418,2.6,123,40
420,0.1,560,206
421,0.5,260,92
422,0.0,680,274
423,0.1,479,167
425,0.0,749,317
427,9.2,40,13
428,0.0,715,294
429,0.1,563,208
430,60.1,1,1
736,9.4,37,7
739,0.0,698,283
740,0.0,623,222
742,0.0,736,308
763,0.0,783,340
764,0.0,794,349
794,0.0,745,256
119,19.3,18,7
431,0.3,318,43
432,0.1,428,62
433,0.0,814,95
434,0.4,298,39
435,0.1,492,73
436,1.8,148,57
437,0.4,279,106
438,0.2,366,133
439,0.1,567,203
440,4.5,86,29
441,2.5,124,48
442,1.3,169,66
443,0.8,216,84
444,1.3,172,68
445,0.1,545,194
446,0.2,419,154
447,2.1,137,55
448,0.4,283,108
449,44.2,4,2
450,8.2,45,15
451,0.0,713,292
452,1.4,163,57
454,0.1,571,213
455,0.3,337,116
457,3.2,108,35
458,1.1,185,63
459,0.1,426,146
460,0.0,666,266
461,0.0,605,230
462,0.1,526,191
463,0.1,527,192
464,0.0,701,285
465,0.3,351,55
466,0.4,284,43
467,1.4,160,23
468,0.1,515,70
681,6.2,62,12
733,2.8,116,17
755,0.0,731,304
769,0.0,784,341
771,0.0,737,309
788,0.0,727,253
52,0.2,360,122
135,0.6,250,34
469,4.3,90,16
471,0.1,443,65
472,0.0,724,84
473,3.9,95,32
474,1.1,182,71
475,0.4,289,109
476,3.4,99,34
477,1.9,142,56
478,1.4,162,63
479,0.0,625,223
480,0.0,595,211
481,0.7,232,87
482,0.1,466,172
483,0.4,299,111
484,0.1,432,162
485,7.0,57,21
486,2.7,121,38
487,1.1,186,64
488,4.3,89,29
489,0.6,240,86
490,0.3,325,114
491,1.1,188,65
492,0.0,682,275
494,0.1,503,182
495,0.0,772,331
496,0.0,636,247
497,1.8,145,51
498,0.0,776,334
500,0.2,354,57
501,0.3,352,56
674,0.8,211,26
684,6.1,63,21
689,0.5,267,95
714,6.6,60,11
753,0.0,688,82
765,0.0,643,229
772,0.0,775,333
12,0.2,371,135
400,0.2,387,55
426,0.1,506,183
502,4.9,79,14
503,0.1,557,77
504,0.1,530,76
505,3.2,103,37
506,2.2,132,52
507,2.4,127,50
508,3.8,97,33
509,0.0,683,240
510,0.1,561,201
511,0.1,513,183
512,0.0,691,243
513,0.3,347,126
514,0.3,305,113
515,5.3,74,25
516,0.7,223,80
517,7.7,50,17
518,0.0,620,240
519,0.0,635,246
520,0.0,821,366
521,0.1,544,200
522,0.1,551,202
523,0.1,568,211
524,0.0,702,286
525,4.5,84,16
526,1.3,174,27
527,0.3,332,52
669,0.7,233,84
675,1.1,184,23
693,0.1,537,196
696,0.1,455,66
715,0.3,327,45
716,0.1,581,208
729,0.0,818,268
734,0.0,675,271
805,0.0,710,89
814,0.0,773,261
528,0.2,417,60
529,0.3,300,40
530,0.1,474,71
531,3.1,110,42
532,0.3,313,114
533,0.0,795,264
534,0.3,323,117
535,0.0,596,212
536,0.0,726,252
537,0.1,546,195
538,0.2,380,138
539,0.1,529,189
540,0.3,338,121
541,2.8,119,46
542,0.1,514,184
543,0.3,302,105
544,0.1,467,161
545,0.0,732,305
546,0.0,700,284
547,1.0,193,69
548,0.0,757,322
549,0.0,658,261
550,0.0,665,265
551,0.0,590,222
552,0.1,569,212
553,0.2,401,138
554,0.3,317,112
555,0.0,651,256
556,0.0,781,338
557,0.1,540,198
558,0.2,403,139
559,0.0,649,254
560,1.3,173,26
561,0.5,261,38
562,0.4,282,42
563,0.1,521,71
564,0.1,522,72
668,3.2,104,34
670,7.7,52,9
678,0.5,275,103
683,5.9,67,23
694,6.8,59,19
724,0.1,575,206
730,0.6,237,33
735,0.0,652,257
774,0.0,681,239
775,0.0,823,368
800,0.0,822,367
812,0.1,446,66
813,0.0,786,342
821,0.0,819,364
822,0.0,813,360
565,5.1,77,13
566,0.3,333,47
567,1.6,157,20
568,9.3,38,13
569,3.0,112,44
570,0.1,440,165
571,0.1,549,197
572,0.0,668,235
573,0.9,201,77
574,0.3,324,118
575,18.1,19,6
576,0.0,739,255
577,0.0,606,216
578,0.3,320,115
579,0.1,453,154
581,0.1,452,153
582,9.3,39,12
583,0.0,722,299
584,0.1,436,148
585,0.2,411,142
586,0.2,396,135
587,0.0,599,225
588,0.0,608,232
589,0.0,767,327
590,0.0,664,264
591,0.2,404,140
592,0.0,799,353
593,1.1,189,66
594,0.0,740,311
595,0.2,372,128
596,1.1,183,28
597,5.6,73,14
598,0.0,678,87
599,0.5,258,37
673,0.7,220,78
717,1.2,180,62
726,0.4,293,45
745,0.0,615,219
750,0.0,634,227
751,0.0,788,343
790,0.0,764,325
796,0.1,508,184
804,0.0,676,238
811,0.0,792,347
818,0.0,654,84
326,0.2,413,143
600,2.0,141,18
601,0.2,363,51
602,0.2,379,54
603,2.4,126,49
604,0.1,584,209
605,0.1,429,159
606,0.6,256,97
607,0.0,609,217
608,0.0,621,221
609,0.1,491,177
610,4.5,85,28
611,0.1,554,199
612,1.1,190,67
613,0.3,316,111
615,1.3,167,58
616,0.0,601,227
617,0.0,716,295
618,0.0,613,235
619,0.0,689,278
620,0.0,611,234
621,0.2,373,129
622,0.1,580,215
623,0.5,259,91
624,10.0,34,7
625,0.6,253,36
626,0.5,264,40
659,0.2,359,131
671,0.5,263,39
679,0.5,274,35
708,0.4,285,99
718,0.0,659,262
738,0.0,641,80
747,0.0,626,224
752,0.0,644,230
758,0.0,733,306
785,0.0,735,90
791,0.1,445,64
802,0.0,778,335
815,0.1,450,168
825,0.0,808,92
627,0.1,435,63
628,1.2,178,22
629,0.5,271,34
631,0.1,461,170
632,0.1,511,182
633,0.2,384,141
634,0.1,489,176
635,0.1,524,187
636,0.1,457,169
637,0.1,519,185
638,0.9,202,78
639,0.0,769,260
640,0.4,297,110
641,0.9,197,76
642,0.1,471,163
643,0.1,465,160
644,0.0,592,223
645,0.0,662,263
646,0.4,292,103
647,0.0,801,355
648,0.0,629,244
649,0.0,820,365
650,0.2,381,131
651,0.4,291,102
652,1.2,175,60
653,0.0,667,267
655,0.2,400,60
656,0.0,593,81
657,0.0,633,83
658,1.8,146,21
663,0.1,444,150
682,0.1,550,198
695,0.0,632,226
709,0.1,541,192
720,0.1,442,63
749,1.4,166,24
766,0.0,640,228
767,0.0,765,326
777,0.0,807,358
778,0.0,754,321
809,0.0,744,314
816,0.0,723,300
817,0.1,576,78
